user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
☀️K☀️HCQ will save You. Azythromycin & Zinc.,✨,"Biology/Nuclear Med/Phys,CNMT, Emeritus. Consultant. Politics FB: @ericbolling, @GenFlynn, @ScottPresler, @kevincorke, @PoliticalShort, @GeorgePapa19.🚫Lists/🚂",2013-07-28 02:09:16,35540,26384,155565,False,2020-08-10 16:20:05,"REPORT CHILD ABUSE!!
Anytime, not just during this #COVID19 Farce.
#SAVETHECHILDERN #SavingTheChildren .
Thank you,… https://t.co/GR5jZUspvW","['COVID19', 'SAVETHECHILDERN', 'SavingTheChildren']",Twitter for iPhone,False
PIB in Gujarat,"Ahmadabad City, India","Official Twitter account of branch office of @PIB_India, Government of India, Ahmedabad, Gujarat.",2017-08-28 08:22:59,21370,160,6194,True,2020-08-22 05:17:12,"📢#CoronaVirusUpdates:

✅India's #COVID19 recovery rate improves to 74.69% as on August 22, 2020

📍Steady improvemen… https://t.co/ojH3ycFqPf","['CoronaVirusUpdates', 'COVID19']",Twitter Web App,False
CricketDiane,"Staten Island, NY, USA",Curated news feed by retweet & comments from CricketDiane of Cricket House Studios and The America the Beautiful Show & New York City WalkAbout Blogs,2010-08-01 21:50:10,2596,4976,236089,False,2020-08-02 20:36:26,Intentional #Genocide by #COVID19 by #NaziGOP leadership acting as dictators or feudal lords rather than as elected… https://t.co/n3AiHPjmkM,"['Genocide', 'COVID19', 'NaziGOP']",Twitter for Android,False
Classy Leather & Lace,United States,,2020-03-06 18:54:37,6,0,0,False,2020-08-18 17:32:35,"https://t.co/Bd7ZaOVxou
❇NEW❇ EAR SAVERS FOR FACEMASK DESIGNS! Works w/cochlear implants &amp; hearing aids!
Adaptive G… https://t.co/rIg1nW5Wtz",,Twitter for Android,False
E99,abuja nigeria,"For bookings: +2348084719145
Flyestbadman
  “Onyeje the e.p” now out",2014-06-24 14:25:24,118,71,243,False,2020-08-11 06:59:33,"2020 #COVID19 had no effect on you. #prayforgrace #viral #explore @Dittomusic @DittomusicAFR 

https://t.co/MSAxgRkGqH","['COVID19', 'prayforgrace', 'viral', 'explore']",Twitter Web App,False
Colo. Human Services,"Denver, CO","We are the people who help people. 
#Colorado #adults #children #families #veterans #youth #legislation #behavioralhealth #childwelfare #resources",2012-04-03 16:08:17,3453,2251,1044,False,2020-08-02 20:00:04,We know things are difficult for many Coloradans right now as a result of the #COVID19 crisis and economic downturn… https://t.co/scsBAp9g1n,['COVID19'],Sprout Social,False
Alexandra Lyyli Ankrah,"Railway cuttings, East Cheam.","Human Rights & Responsibilities. Once upon a time practicing Barrister, now working in the NHS & social care family - my tweets are my own views...",2010-06-05 08:00:06,1503,2243,2872,False,2020-08-04 07:29:21,@MartinKulldorff @apsmunro @DFTBubbles As #Black parent thinking school &amp; risk? like to see #Covid19 evidence not l… https://t.co/jAryCZoB7i,"['Black', 'Covid19']",Twitter Web App,False
SWAP,,Section on Women and Psychology of the Canadian Psychological Association @CPA_SCP. RTs ≠ endorsements.,2019-06-10 23:20:38,74,140,0,False,2020-08-29 22:47:25,Do you have feedback for using #Tech with your loved ones during #COVID19? Are you 18+? Read English well? The INSI… https://t.co/qf3lW4O786,"['Tech', 'COVID19']",Twitter Web App,False
Apostolos Klitsoyiannis,"Greece, Μediterranean, Ευρώπη",🇬🇷🇪🇺 «Real Estate Analyst» «Online Real Estate» «Real Estate Tech°» «RRE» «RPP» «Vacation Rentals» #FunInTheSun https://t.co/bPzXXFj6JD,2011-07-31 08:25:41,2340,1132,113,False,2020-08-13 08:18:38,#Netherlands: #Dutch Residential Property Market Q2 2020 #nl #Covid19 #Housing #Property #Residential #HousePrices… https://t.co/ip9GTrMrxV,"['Netherlands', 'Dutch', 'nl', 'Covid19', 'Housing', 'Property', 'Residential', 'HousePrices']",Twitter Web App,False
Club of Mozambique,"Maputo, Mozambique","Club of Mozambique website is as an entryway into Mozambique for prospective investors, businesspersons, donors, and tourists that provides a information portal",2009-08-26 08:51:20,17073,2734,59,False,2020-07-31 18:42:57,"Covid-19: Daviz Simango says State of Calamity is “viable alternative” – Watch
https://t.co/3um8WBxFQA
#Mozambique… https://t.co/HcROnnWR4M",['Mozambique'],Buffer,False
G,,,2010-04-25 22:44:13,42,251,773,False,2020-07-28 06:10:45,You are afraid of the cases. Not everyone dying is of #COVID19. Remember you guys should be the first Guinea pigs f… https://t.co/ZRedFGYXkf,['COVID19'],Twitter for iPhone,False
Viet Nam Government Portal,"Ha Noi, Viet Nam",Official Twitter channel of the Viet Nam Government Portal w/ latest news from our Government (RTs/follows/likes#endorsement) Email: vgpnews@chinhphu.vn,2017-02-27 10:41:52,11485,594,2658,True,2020-07-27 06:33:33,Experts say preliminary epidemiological investigation shows that 4 out of 5 #COVID19 cases confirmed over past week… https://t.co/PkLPXuwzld,['COVID19'],Twitter Web App,False
Nunya Business,In your head...,"I just tell it like it is. zero filter. If you support Trump and want to interact, I'm not interested. BLOCKED!",2009-04-24 23:19:03,86,770,1493,False,2020-07-25 03:44:39,Brilliant idea! #CovidChristmas #COVID19  #CoronavirusPandemic https://t.co/ETWZR3nwfw,"['CovidChristmas', 'COVID19', 'CoronavirusPandemic']",Twitter for Android,False
The_Realest_Champ,"In Yo Mama, USA","I simply AM

#TheChampThatRunsTheCamp
#ShockToTheSystem
#TwoSweet 🤘🤘
#FTR #FuckTheRevival
#FookTerrorism
#FookAbortion
#FookThePackers
#FookTheStatusQuo",2017-10-10 03:23:30,39,93,1028,False,2020-08-06 15:19:34,"@SkolRichard Almost a year later, and with everything that's happened, what's really destroying America??? 🤔🤔🤔… https://t.co/l5v01GAUCF",,Twitter Web App,False
ANI,India,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/PjGRhL4qvg",2011-08-16 05:23:41,4559623,0,0,True,2020-08-01 16:32:42,Lt Gen Alok Kler Army Commander Sapta Shakti Command reviewed operational preparedness &amp; #COVID19 mitigation measur… https://t.co/DLOe1GIAsG,['COVID19'],Twitter Web App,False
Ravindra sheoran,"New Delhi, India","Journalist @rajyasabhatv . Worked @ANI @ndtv
Reporting Parliament,Law, Politics





RT is not endorsement",2010-02-25 03:21:03,350,1407,726,False,2020-08-04 04:07:21,"52,050 new cases  reported and 803 deaths in last 24 hours
Total no of cases in #India - 
1,855,745

Deaths - 38, 9… https://t.co/XonMXfsYAi",['India'],Twitter for Android,False
Torus Foundation,"North West, England","Welcome to Torus Foundation, the charitable arm of @wearetorus. Aiming to make a positive difference to communities across Liverpool, St Helens & Warrington.",2016-12-14 11:41:51,1532,737,1355,False,2020-08-12 09:36:49,"As part of our wider #COVID19 support, local charities, groups &amp; orgs have been applying to our… https://t.co/EsY2ggKRRS",['COVID19'],Twitter Web App,False
Udit Kumar,"Mumbai, India","Economist | International Trade | Exim Bank| Consulate of Israel, India | WTO | United Nations Uni | Edinburgh Uni | Banaras Hindu Uni | Vws r mine | RT≠End",2009-10-13 15:00:44,749,298,1396,False,2020-08-22 07:52:06,What is needed to rebalance the global economy? Find out in our 2020 External Sector Report on “Global Imbalances a… https://t.co/80SXJzmZaa,,IFTTT,False
Trinity College Dublin,"Dublin, Ireland",Official source of news from Trinity College Dublin. We are Ireland's highest-ranked university with a 425-year history of teaching and research.,2009-04-15 22:09:05,66489,5632,16477,True,2020-08-09 08:39:03,Ireland needs to move to 'zero-Covid' policy to avoid catastrophe according to a group of scientists including Trin… https://t.co/Cc95W9e46f,,Falcon Social Media Management ,False
MuniGUARDNews,,,2013-12-17 19:33:54,564,232,156,False,2020-08-04 06:10:26,Metropolitan State University of Denver will #furlough faculty and staff in face of $14M budget shortfall #budget… https://t.co/jGx2C5eIfs,"['furlough', 'budget']",Twitter Web App,False
MissouriBluebird,"Kansas City, MO","#Retired Educator, Clinical Supervisor of Childhood Education 💙 https://t.co/TouuW5t8dR https://t.co/JXH7tPmoRt",2016-03-25 23:12:58,11202,11317,14100,False,2020-08-18 17:12:47,@EnglishTeach07 ....because @GovParsonMO continues to downplay the danger of #COVID19. He wants schools open no mat… https://t.co/2R2OaAPsqb,['COVID19'],Twitter for iPhone,False
JoinUN75,,"The world needs solidarity. Your contribution counts.
#UN75 #ShapingOurFuture Join us.",2019-10-21 13:54:06,6830,3414,5754,True,2020-07-30 20:12:30,We are excited to announce that @NamugerwaLeah will be joining our all-female panel on #ClimateAction in the… https://t.co/ZVwojYa7rw,['ClimateAction'],Twitter Web App,False
Penington Institute,"Melbourne, Australia","We connect lived experience and research to improve community safety in relation to drugs. Convenors of @OverdoseDay and @YEAH_au.

Tweets by our comms team.",2014-02-14 00:26:38,1071,664,461,False,2020-07-28 04:00:05,The Tasmanian Government has responded to the increasing risks of opioid overdoses as a result of #COVID19 by annou… https://t.co/BAAN94LYQa,['COVID19'],Sprout Social,False
krrish,🌐,,2015-05-06 16:29:35,6,145,975,False,2020-08-16 04:55:26,"@DrRPNishank @ArvindKejriwal More than 50,000 - 60,000 cases are coming everyday. We r highest in the world... plz… https://t.co/misnmVm8c5",,Twitter Web App,False
David Goldie,"Fareham, England",With well over 40 years in the Maritime Industry I am well placed to provide a number of bespoke services to the superyacht industry.,2016-09-26 09:51:04,38,6,8,False,2020-08-17 06:15:52,Why is Steven Hammond MP on holiday in Portugal when it is on the FCO ‘Essential Travel’ only list? #Travel #COVID19 #Conservatives #skynews,"['Travel', 'COVID19', 'Conservatives', 'skynews']",Twitter for iPhone,False
AfPak Now,,News and events from Afghanistan and Pakistan.,2013-03-20 14:57:28,2098,414,41,False,2020-08-12 07:19:04,"76 new #COVID19 cases were reported in the past 24 hours in #Afghanistan, bringing the total to 37,345, said the He… https://t.co/a2N9bgQbrk","['COVID19', 'Afghanistan']",Twitter for iPhone,False
1312,,sign the petitions beloww!!,2020-05-28 08:41:34,2,0,1063,False,2020-07-25 08:38:21,#FreeThemAll #AbolishICE #HurricaneHanna #TheKissingBooth2 #유타버블 #COVID19 #TREASURE #respectharry #alreadyvideo… https://t.co/jyNx6xJbUV,"['FreeThemAll', 'AbolishICE', 'HurricaneHanna', 'TheKissingBooth2', '유타버블', 'COVID19', 'TREASURE', 'respectharry', 'alreadyvideo']",Twitter for iPhone,False
DZMM TeleRadyo,"ABS-CBN, Diliman, Quezon City","The Official Twitter news feed of DZMM Radyo Patrol 630, DZMM TeleRadyo and http://t.co/dGWvKzLl9n. Like us on Facebook: http://t.co/LyZoBw5CIn",2009-11-24 02:03:16,1398375,167,583,True,2020-07-25 01:35:59,"@arianne_merez @joycebalancio Andanar: Although this instance is an evident impediment for the PCOO and RTVM, we wi… https://t.co/Jp5Xv8aGzS",,TweetDeck,False
Stephen Smith,London and South,"District Training Officer and Volunteer First Aider for @stjohnambulance
All views are my own..",2012-03-18 20:37:27,154,171,4816,False,2020-08-01 17:59:49,@JakeMcCx @TheBHF Hope you enjoyed it.. @stjohnambulance covers the London to Brighton Bike Charity Bike Ride for t… https://t.co/sq668C3fXa,,Twitter for Android,False
Pierre LaFontaine,,"Trying to Make Sense in a World of Contradictions. Some Sarcasm, Some Parody, Lot's of Truth.


Remember:
Every Avalanche begins with a few Snowflakes",2016-05-10 12:01:21,1335,853,245387,False,2020-08-08 12:52:25,".@govkristinoem #COVID19 #MaskOrVentilator
Choose Wisely!
.@WhenWeAllVote .@RockTheVote .@edvotes .@iava .@AFSCME .… https://t.co/vdX1kBk6Tp","['COVID19', 'MaskOrVentilator']",Twitter Web App,False
Global Times,"Beijing, China","China's national English language newspaper, under the People's Daily. Apps: https://t.co/pKmPtcE99D",2009-06-22 12:41:39,1890595,517,282,True,2020-08-04 06:03:58,"Latest data of confirmed #COVID19 cases at 06:00 GMT, August 4: World: 18,282,504 
🇺🇸US: 4,713,562
🇧🇷Brazil: 2,750,… https://t.co/6mn9R2WG9O",['COVID19'],Twitter Web App,False
Fuad Alakbarov ⁠⁠,Glasgow / London / Baku,"Political Commentator and Photographer, covering Scotland, Caucasus, Central Asia and Middle East. Art and football lover. 

https://t.co/2Tl8SPb5My",2014-01-30 02:06:05,15300,861,71664,True,2020-08-17 04:51:59,Professor Alexander Chuchalin quit the Russian health ministry's ethics council after making a fierce attack on the… https://t.co/fgPyxYxgq9,,Twitter for Android,False
Achieving Together TX,"Texas, USA",A community plan to end the HIV epidemic in Texas,2018-10-30 21:12:14,195,358,1782,False,2020-08-06 14:54:01,"""Over the past few years, the global fight against #HIV, malaria and tuberculosis...has been making grounds. The co… https://t.co/8fGEwRvscz",['HIV'],Twitter Web App,False
The News,"Karachi, Pakistan","Where the conversations start. Follow us for special features, breaking news & in-depth analysis; more at https://t.co/fHknDtxtph | Instagram: thenewspak",2010-05-29 12:45:22,592071,39,0,True,2020-08-12 08:45:22,"Lifting curbs doesn’t mean #Covid19 is over: #AsadUmar

#TheNews","['Covid19', 'AsadUmar', 'TheNews']",Twitter for Advertisers,False
Bugsabee,,,2019-03-15 22:40:01,397,405,56351,False,2020-08-30 01:48:47,"India sets new global record of daily infections with over 77,000 new cases  https://t.co/DPVUoT5G0a #India #COVID19 #ModiFailsIndia","['India', 'COVID19', 'ModiFailsIndia']",Twitter for iPhone,False
Journal of Consumer Policy,Published by Springer,"Research on consumer policy & law. Double-blind peer reviewed. Edited by A Mathios, H Micklitz, L Reisch, J Thøgersen & C Twigg-Flesner (Tweets: ^CTF) #consumer",2015-09-18 14:30:00,296,5,46,False,2020-08-13 08:54:37,"Our packed September issue is out now at https://t.co/1W9a4vWqnG… Our editorial on ""Consumer Policy in the Age of C… https://t.co/ep5h56yyCH",,Twitter Web App,False
COVID 19 India Updates,,"Following COVID 19 Closely, only confirmed updates",2020-04-15 05:32:18,1029,42,9,False,2020-07-25 08:21:56,"There are 3600 #COVID19 cases in Srinagar. Out of 3600 cases, over 1500 patients have been discharged. In the last… https://t.co/ZYqpzmJCsr",['COVID19'],Twitter for Android,False
TheExpert,,"Physician,Dentist,Traffic Engineer,Mechanical engineer, Electrical engineer, Civil engineer,Bio-medical engineer,
Physicist,Mathematician,Computer/Software engr",2015-12-08 01:18:17,32,114,881,False,2020-08-01 17:24:26,"@koconews 🚨🚨⚠️⚠️Please keep in mind that 5 @CityofEdmond employees has tested positive for #COVID19, so if you're p… https://t.co/hwO6VE3Dd2",['COVID19'],Twitter for Android,False
That Gif lady,,Indian. Biiiiiig foodie. Can click few pictures. Dog lover. Proud KVian. All about gifs and information security.,2014-04-16 03:08:33,196,509,77589,False,2020-08-04 07:31:36,"I didn't know @VeepHBO was getting a new season! @OfficialJLD 
#Trump #COVID19 https://t.co/uITKyN864m","['Trump', 'COVID19']",Twitter for Android,False
PIB In Meghalaya,"शिलाँग, भारत","Official Twitter account of Press Information Bureau, Government of India, Shillong, Meghalaya.",2016-08-09 11:10:54,3393,156,282,True,2020-08-04 03:58:57,"#CoronaVirusUpdates: 

🔖Total #COVID19 Cases in India (as on August 4, 2020)

✳️31.59% Active cases (586,298)
✳️66.… https://t.co/BFV0Lc4FNu","['CoronaVirusUpdates', 'COVID19']",Twitter for iPhone,False
mideno bayagbon,,Ex Editor Vanguard newspapers. Publisher https://t.co/0HzMIqNS6p; https://t.co/TNgfkBMCqO. Columnist. Media/Politicsl/Marketing communicator. Born Again Christian,2010-06-01 14:59:43,2537,1112,282,False,2020-08-16 07:05:33,Coronavirus and the lovers of pleasure – Femi Aribisala via @tngreports https://t.co/K7AX8qDED5 #COVID19 @femiaribisala,['COVID19'],Twitter Web App,False
